line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,customer_id,store_id,transaction_date,total_amount,customer_phone_x,product_name,product_category,unit_price,current_stock_level,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone_y,customer_since,store_name,store_city,store_region,opening_date,promotion_name,start_date,end_date,discount_percentage,applicable_category
1078,TXN100334,30,,4,7528.08,30.0,5,2026-01-30 08:11:01.601441,3691.41,4593902240,Send,Home,1882.02,876,Adam,dchase@example.org,Gold,146.0,2025-12-13,AR,2142408861.0,2023-06-21,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1079,TXN100334,22,,3,1663.86,30.0,5,2026-01-30 08:11:01.601441,3691.41,4593902240,Raise,Beauty,554.62,207,Adam,dchase@example.org,Gold,146.0,2025-12-13,AR,2142408861.0,2023-06-21,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1080,TXN100335,13,,2,3252.74,17.0,2,2026-01-28 08:11:01.601496,317.24,1166289035,Approach,Beauty,1626.37,739,David,irussell@example.com,Gold,1930.0,2026-01-23,REG,3169432813.0,2023-10-20,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1081,TXN100335,15,2.0,3,721.38,17.0,2,2026-01-28 08:11:01.601496,317.24,1166289035,Tell,Home,240.46,357,David,irussell@example.com,Gold,1930.0,2026-01-23,REG,3169432813.0,2023-10-20,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty
1082,TXN100335,15,,4,961.84,17.0,2,2026-01-28 08:11:01.601496,317.24,1166289035,Tell,Home,240.46,357,David,irussell@example.com,Gold,1930.0,2026-01-23,REG,3169432813.0,2023-10-20,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1083,TXN100336,7,5.0,2,281.16,89.0,2,2026-02-03 08:11:01.601555,2444.8,2031806565,Later,Grocery,140.58,481,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,2626364124.0,2025-07-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
1084,TXN100336,7,4.0,4,562.32,89.0,2,2026-02-03 08:11:01.601555,2444.8,2031806565,Later,Grocery,140.58,481,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,2626364124.0,2025-07-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
1085,TXN100336,19,5.0,2,2031.18,89.0,2,2026-02-03 08:11:01.601555,2444.8,2031806565,Security,Electronics,1015.59,941,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,2626364124.0,2025-07-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
1086,TXN100336,3,3.0,4,6324.36,89.0,2,2026-02-03 08:11:01.601555,2444.8,2031806565,Picture,Grocery,1581.09,882,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,2626364124.0,2025-07-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL
1087,TXN100337,24,,4,2631.36,91.0,3,2026-02-01 08:11:01.601608,3903.33,241305849,Technology,Electronics,657.84,512,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1149364463.0,2022-08-06,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1088,TXN100337,8,,3,3704.13,91.0,3,2026-02-01 08:11:01.601608,3903.33,241305849,Weight,Grocery,1234.71,746,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1149364463.0,2022-08-06,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1089,TXN100338,17,5.0,3,2724.9,5.0,3,2026-01-31 08:11:01.601659,3976.44,8604589836,Ask,Home,908.3,72,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,8646503628.0,2024-03-27,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
1090,TXN100338,1,1.0,1,764.41,5.0,3,2026-01-31 08:11:01.601659,3976.44,8604589836,Guy,Home,764.41,977,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,8646503628.0,2024-03-27,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
1091,TXN100339,17,,4,3633.2,65.0,4,2026-01-31 08:11:01.601710,2051.3,3140220912,Ask,Home,908.3,72,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,7463706592.0,2024-12-29,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1092,TXN100339,28,3.0,3,5822.07,65.0,4,2026-01-31 08:11:01.601710,2051.3,3140220912,Loss,Apparel,1940.69,832,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,7463706592.0,2024-12-29,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Next Sale,2026-01-23,2026-02-09,23.25,ALL
1093,TXN100339,13,,2,3252.74,65.0,4,2026-01-31 08:11:01.601710,2051.3,3140220912,Approach,Beauty,1626.37,739,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,7463706592.0,2024-12-29,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1094,TXN100339,25,,2,2128.26,65.0,4,2026-01-31 08:11:01.601710,2051.3,3140220912,Money,Electronics,1064.13,60,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,7463706592.0,2024-12-29,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1095,TXN100340,14,5.0,2,1288.0,4.0,3,2026-02-04 08:11:01.607807,3791.13,5612765009,Consider,Apparel,644.0,768,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,1103729605.0,2023-04-29,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
1096,TXN100340,14,,4,2576.0,4.0,3,2026-02-04 08:11:01.607807,3791.13,5612765009,Consider,Apparel,644.0,768,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,1103729605.0,2023-04-29,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1097,TXN100340,18,,2,575.94,4.0,3,2026-02-04 08:11:01.607807,3791.13,5612765009,Process,Beauty,287.97,811,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,1103729605.0,2023-04-29,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1098,TXN100340,10,4.0,4,707.4,4.0,3,2026-02-04 08:11:01.607807,3791.13,5612765009,Without,Beauty,176.85,721,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,1103729605.0,2023-04-29,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
1099,TXN100340,20,4.0,2,234.12,4.0,3,2026-02-04 08:11:01.607807,3791.13,5612765009,Standard,Home,117.06,236,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,1103729605.0,2023-04-29,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
1100,TXN100341,17,,2,1816.6,110.0,3,2026-01-29 08:11:01.607966,3313.08,7085437710,Ask,Home,908.3,72,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1101,TXN100341,13,,2,3252.74,110.0,3,2026-01-29 08:11:01.607966,3313.08,7085437710,Approach,Beauty,1626.37,739,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1102,TXN100341,22,,1,554.62,110.0,3,2026-01-29 08:11:01.607966,3313.08,7085437710,Raise,Beauty,554.62,207,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1103,TXN100341,10,4.0,1,176.85,110.0,3,2026-01-29 08:11:01.607966,3313.08,7085437710,Without,Beauty,176.85,721,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
1104,TXN100341,16,,1,1384.25,110.0,3,2026-01-29 08:11:01.607966,3313.08,7085437710,Summer,Apparel,1384.25,898,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1105,TXN100342,20,,4,468.24,113.0,4,2026-01-30 08:11:01.608030,2060.11,5579813856,Standard,Home,117.06,236,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,8758955293.0,2023-02-25,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1106,TXN100342,11,,1,1900.33,113.0,4,2026-01-30 08:11:01.608030,2060.11,5579813856,Tough,Home,1900.33,315,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,8758955293.0,2023-02-25,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1107,TXN100342,26,1.0,2,2232.18,113.0,4,2026-01-30 08:11:01.608030,2060.11,5579813856,Well,Grocery,1116.09,176,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,8758955293.0,2023-02-25,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
1108,TXN100342,19,,4,4062.36,113.0,4,2026-01-30 08:11:01.608030,2060.11,5579813856,Security,Electronics,1015.59,941,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,8758955293.0,2023-02-25,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1109,TXN100343,25,1.0,3,3192.39,23.0,5,2026-01-31 08:11:01.608089,2531.4,1991725223,Money,Electronics,1064.13,60,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,4653891358.0,2024-12-07,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
1110,TXN100343,17,,1,908.3,23.0,5,2026-01-31 08:11:01.608089,2531.4,1991725223,Ask,Home,908.3,72,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,4653891358.0,2024-12-07,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1111,TXN100344,15,,2,480.92,102.0,4,2026-02-02 08:11:01.608145,504.8,597953973,Tell,Home,240.46,357,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1112,TXN100344,22,,1,554.62,102.0,4,2026-02-02 08:11:01.608145,504.8,597953973,Raise,Beauty,554.62,207,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1113,TXN100344,28,,4,7762.76,102.0,4,2026-02-02 08:11:01.608145,504.8,597953973,Loss,Apparel,1940.69,832,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1114,TXN100345,26,,2,2232.18,69.0,3,2026-01-31 08:11:01.608202,1539.46,2077163578,Well,Grocery,1116.09,176,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,5012182830.0,2023-11-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1115,TXN100345,16,,3,4152.75,69.0,3,2026-01-31 08:11:01.608202,1539.46,2077163578,Summer,Apparel,1384.25,898,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,5012182830.0,2023-11-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1116,TXN100345,10,,1,176.85,69.0,3,2026-01-31 08:11:01.608202,1539.46,2077163578,Without,Beauty,176.85,721,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,5012182830.0,2023-11-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1117,TXN100345,25,,1,1064.13,69.0,3,2026-01-31 08:11:01.608202,1539.46,2077163578,Money,Electronics,1064.13,60,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,5012182830.0,2023-11-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1118,TXN100346,2,3.0,1,939.34,39.0,2,2026-01-28 08:11:01.608268,2284.99,4443400315,Throughout,Beauty,939.34,289,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,4353120046.0,2025-08-25,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL
1119,TXN100346,13,,2,3252.74,39.0,2,2026-01-28 08:11:01.608268,2284.99,4443400315,Approach,Beauty,1626.37,739,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,4353120046.0,2025-08-25,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1120,TXN100346,8,,1,1234.71,39.0,2,2026-01-28 08:11:01.608268,2284.99,4443400315,Weight,Grocery,1234.71,746,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,4353120046.0,2025-08-25,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1121,TXN100347,27,,1,410.47,44.0,3,2026-01-29 08:11:01.608334,2290.94,7555543926,Ball,Grocery,410.47,34,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,335022773.0,2024-04-19,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1122,TXN100347,18,,3,863.91,44.0,3,2026-01-29 08:11:01.608334,2290.94,7555543926,Process,Beauty,287.97,811,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,335022773.0,2024-04-19,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1123,TXN100347,26,,1,1116.09,44.0,3,2026-01-29 08:11:01.608334,2290.94,7555543926,Well,Grocery,1116.09,176,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,335022773.0,2024-04-19,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1124,TXN100348,17,,1,908.3,35.0,1,2026-02-03 08:11:01.608388,3233.4,3117474826,Ask,Home,908.3,72,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,571905859.0,2021-08-22,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
1125,TXN100348,21,,2,3646.34,35.0,1,2026-02-03 08:11:01.608388,3233.4,3117474826,Draw,Apparel,1823.17,783,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,571905859.0,2021-08-22,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
1126,TXN100348,28,,1,1940.69,35.0,1,2026-02-03 08:11:01.608388,3233.4,3117474826,Loss,Apparel,1940.69,832,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,571905859.0,2021-08-22,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
1127,TXN100348,23,3.0,2,2683.84,35.0,1,2026-02-03 08:11:01.608388,3233.4,3117474826,Process,Home,1341.92,399,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,571905859.0,2021-08-22,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL
1128,TXN100349,25,,1,1064.13,85.0,2,2026-02-04 08:11:01.608442,3223.81,2595001244,Money,Electronics,1064.13,60,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,3091577924.0,2025-02-15,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1129,TXN100349,6,,2,2410.42,85.0,2,2026-02-04 08:11:01.608442,3223.81,2595001244,Daughter,Apparel,1205.21,475,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,3091577924.0,2025-02-15,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1130,TXN100350,10,,3,530.55,18.0,4,2026-02-04 08:11:01.608496,4258.48,8319802791,Without,Beauty,176.85,721,Jacob,alexis79@example.net,Bronze,3582.0,2025-12-10,AR,8794198434.0,2024-05-08,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1131,TXN100350,16,,3,4152.75,18.0,4,2026-02-04 08:11:01.608496,4258.48,8319802791,Summer,Apparel,1384.25,898,Jacob,alexis79@example.net,Bronze,3582.0,2025-12-10,AR,8794198434.0,2024-05-08,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1132,TXN100351,6,3.0,3,3615.63,16.0,3,2026-01-30 08:11:01.608549,429.44,5210044684,Daughter,Apparel,1205.21,475,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,453660438.0,2023-05-31,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Next Sale,2026-01-23,2026-02-09,23.25,ALL
1133,TXN100351,3,,3,4743.27,16.0,3,2026-01-30 08:11:01.608549,429.44,5210044684,Picture,Grocery,1581.09,882,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,453660438.0,2023-05-31,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1134,TXN100351,19,,1,1015.59,16.0,3,2026-01-30 08:11:01.608549,429.44,5210044684,Security,Electronics,1015.59,941,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,453660438.0,2023-05-31,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1135,TXN100351,22,,3,1663.86,16.0,3,2026-01-30 08:11:01.608549,429.44,5210044684,Raise,Beauty,554.62,207,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,453660438.0,2023-05-31,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1139,TXN100353,4,1.0,1,439.36,47.0,5,2026-02-02 08:11:01.608658,1922.87,9200570398,Offer,Beauty,439.36,835,Stephanie,david01@example.net,Silver,3643.0,2026-01-08,REG,3566837050.0,2021-04-30,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
1140,TXN100354,24,2.0,4,2631.36,67.0,3,2026-02-01 08:11:01.608714,1898.05,3205936293,Technology,Electronics,657.84,512,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Full Sale,2026-01-19,2026-02-17,15.89,Beauty
1141,TXN100354,20,5.0,1,117.06,67.0,3,2026-02-01 08:11:01.608714,1898.05,3205936293,Standard,Home,117.06,236,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
1142,TXN100355,18,,4,1151.88,14.0,5,2026-01-29 08:11:01.608782,226.98,7716059477,Process,Beauty,287.97,811,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1143,TXN100355,25,,4,4256.52,14.0,5,2026-01-29 08:11:01.608782,226.98,7716059477,Money,Electronics,1064.13,60,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1144,TXN100356,11,1.0,3,5700.99,116.0,3,2026-01-28 08:11:01.608845,2852.2,3726590628,Tough,Home,1900.33,315,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
1145,TXN100357,6,,3,3615.63,27.0,4,2026-02-01 08:11:01.608899,4982.19,4466984097,Daughter,Apparel,1205.21,475,Cheyenne,stephen15@example.com,Gold,2811.0,2025-12-14,REG,9393161953.0,2023-09-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1146,TXN100357,2,,3,2818.02,27.0,4,2026-02-01 08:11:01.608899,4982.19,4466984097,Throughout,Beauty,939.34,289,Cheyenne,stephen15@example.com,Gold,2811.0,2025-12-14,REG,9393161953.0,2023-09-15,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
1147,TXN100358,7,,4,562.32,15.0,2,2026-01-28 08:11:01.608950,765.07,7682207007,Later,Grocery,140.58,481,Jaime,brownjohn@example.org,Silver,2931.0,2026-01-09,HS,5151629346.0,2024-03-25,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1148,TXN100358,10,,4,707.4,15.0,2,2026-01-28 08:11:01.608950,765.07,7682207007,Without,Beauty,176.85,721,Jaime,brownjohn@example.org,Silver,2931.0,2026-01-09,HS,5151629346.0,2024-03-25,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1149,TXN100358,25,,2,2128.26,15.0,2,2026-01-28 08:11:01.608950,765.07,7682207007,Money,Electronics,1064.13,60,Jaime,brownjohn@example.org,Silver,2931.0,2026-01-09,HS,5151629346.0,2024-03-25,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1150,TXN100359,7,,2,281.16,11.0,3,2026-01-30 08:11:01.608995,4071.51,5872898254,Later,Grocery,140.58,481,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1151,TXN100359,2,,2,1878.68,11.0,3,2026-01-30 08:11:01.608995,4071.51,5872898254,Throughout,Beauty,939.34,289,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1152,TXN100359,9,,3,1147.56,11.0,3,2026-01-30 08:11:01.608995,4071.51,5872898254,Little,Grocery,382.52,271,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1153,TXN100360,23,,2,2683.84,90.0,3,2026-02-02 08:11:01.609049,418.2,7392419987,Process,Home,1341.92,399,Kim,regina34@example.net,Gold,4496.0,2026-01-30,AR,3984899521.0,2021-07-16,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
1154,TXN100361,26,,2,2232.18,91.0,2,2026-01-30 08:11:01.609103,3576.86,1578933005,Well,Grocery,1116.09,176,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1149364463.0,2022-08-06,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1155,TXN100361,18,,2,575.94,91.0,2,2026-01-30 08:11:01.609103,3576.86,1578933005,Process,Beauty,287.97,811,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1149364463.0,2022-08-06,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1156,TXN100361,28,2.0,3,5822.07,91.0,2,2026-01-30 08:11:01.609103,3576.86,1578933005,Loss,Apparel,1940.69,832,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1149364463.0,2022-08-06,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty
1157,TXN100361,4,1.0,2,878.72,91.0,2,2026-01-30 08:11:01.609103,3576.86,1578933005,Offer,Beauty,439.36,835,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1149364463.0,2022-08-06,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
1158,TXN100362,3,,3,4743.27,65.0,2,2026-02-01 08:11:01.609155,1198.78,7072358863,Picture,Grocery,1581.09,882,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,7463706592.0,2024-12-29,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
1159,TXN100363,19,,3,3046.77,101.0,5,2026-01-30 08:11:01.609207,2520.71,9381839307,Security,Electronics,1015.59,941,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1160,TXN100363,4,,2,878.72,101.0,5,2026-01-30 08:11:01.609207,2520.71,9381839307,Offer,Beauty,439.36,835,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1161,TXN100363,19,,1,1015.59,101.0,5,2026-01-30 08:11:01.609207,2520.71,9381839307,Security,Electronics,1015.59,941,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1162,TXN100363,23,4.0,3,4025.76,101.0,5,2026-01-30 08:11:01.609207,2520.71,9381839307,Process,Home,1341.92,399,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
1163,TXN100364,19,,2,2031.18,59.0,5,2026-02-03 08:11:01.609273,4037.94,9918959746,Security,Electronics,1015.59,941,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,8574383493.0,2021-04-22,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1164,TXN100364,3,,1,1581.09,59.0,5,2026-02-03 08:11:01.609273,4037.94,9918959746,Picture,Grocery,1581.09,882,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,8574383493.0,2021-04-22,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1165,TXN100364,15,,4,961.84,59.0,5,2026-02-03 08:11:01.609273,4037.94,9918959746,Tell,Home,240.46,357,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,8574383493.0,2021-04-22,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1166,TXN100364,20,,2,234.12,59.0,5,2026-02-03 08:11:01.609273,4037.94,9918959746,Standard,Home,117.06,236,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,8574383493.0,2021-04-22,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
1167,TXN100364,19,5.0,3,3046.77,59.0,5,2026-02-03 08:11:01.609273,4037.94,9918959746,Security,Electronics,1015.59,941,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,8574383493.0,2021-04-22,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
1168,TXN100365,16,,3,4152.75,8.0,4,2026-01-29 08:11:01.609328,1615.52,8496123970,Summer,Apparel,1384.25,898,Heather,vanessa13@example.org,Gold,202.0,2025-12-24,REG,8722920638.0,2025-10-20,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
